Action,Timestamp,Price,BTC Balance,USD Balance,Position Size,Stop Loss
Sell,2024-07-22 13:50:00,67189.98,0.0,14899.431872407744,0.34730839191253915,0.0
Buy,2024-07-22 17:15:00,67208.01,0.22169131138398154,0.0,0.18906144319120005,66959.26142857142
Sell,2024-07-22 22:10:00,67625.33,0.0,14991.948090474509,0.18906144319120005,0.0
Buy,2024-07-23 02:45:00,67592.28,0.22179970982595215,0.0,0.22749186735667443,67384.68571428572
Sell,2024-07-23 04:05:00,67466.4,0.0,14964.027943001616,0.22749186735667443,0.0
Buy,2024-07-23 08:35:00,66932.01,0.2235705747220443,0.0,0.17484211927316223,66662.31285714285
Sell,2024-07-23 11:05:00,66690.01,0.0,14909.92386391888,0.17484211927316223,0.0
Buy,2024-07-23 14:30:00,66998.0,0.22254282014267412,0.0,0.09324370158840253,66493.42285714287
Sell,2024-07-23 15:40:00,66585.82,0.0,14818.196164312476,0.09324370158840253,0.0
Buy,2024-07-23 21:35:00,66000.01,0.22451808968381182,0.0,0.1973424336386648,65762.08571428571
Sell,2024-07-23 22:25:00,65820.0,0.0,14777.780662988494,0.1973424336386648,0.0
Buy,2024-07-23 22:35:00,65946.0,0.22408911325915892,0.0,0.24475035233957082,65754.52428571429
Sell,2024-07-23 23:25:00,65809.02,0.0,14747.084936254256,0.24475035233957082,0.0
Buy,2024-07-23 23:40:00,65936.01,0.22365752699100624,0.0,0.2824290488892727,65770.3757142857
Sell,2024-07-24 00:40:00,65800.01,0.0,14716.667512583479,0.2824290488892727,0.0
Buy,2024-07-24 01:25:00,66009.99,0.22294606486962773,0.0,0.259757048851656,65830.26857142858
Sell,2024-07-24 01:45:00,65638.79,0.0,14633.90993330387,0.259757048851656,0.0
Buy,2024-07-24 03:15:00,65960.0,0.2218603689100041,0.0,0.25515447679473646,65777.98142857142
Sell,2024-07-24 05:00:00,65817.42,0.0,14602.277081904682,0.25515447679473646,0.0
Buy,2024-07-24 06:20:00,65929.35,0.221483710697962,0.0,0.29845862484312863,65774.04571428572
Sell,2024-07-24 12:50:00,66212.0,0.0,14664.87945273346,0.29845862484312863,0.0
Buy,2024-07-24 13:15:00,66486.01,0.2205709058602473,0.0,0.2270802334665173,66280.95999999999
Sell,2024-07-24 15:25:00,66357.32,0.0,14636.494182858307,0.2270802334665173,0.0
Buy,2024-07-24 17:25:00,66556.62,0.2199104188713055,0.0,0.19197832106645651,66314.45857142856
Sell,2024-07-24 18:25:00,66292.0,0.0,14578.301487816583,0.19197832106645651,0.0
Buy,2024-07-25 07:00:00,64329.99,0.22661749967342734,0.0,0.3019165792947281,64176.42857142857
Sell,2024-07-25 07:10:00,64210.0,0.0,14551.10965403077,0.3019165792947281,0.0
Buy,2024-07-25 07:25:00,64294.54,0.2263195234623464,0.0,0.2914730142991002,64135.787142857145
Sell,2024-07-25 07:45:00,64208.63,0.0,14531.66654377012,0.2914730142991002,0.0
Buy,2024-07-25 08:55:00,64352.01,0.22581527047515873,0.0,0.16234391752169963,64067.37
Sell,2024-07-25 10:10:00,64126.01,0.0,14480.632292642735,0.16234391752169963,0.0
Buy,2024-07-25 11:25:00,64268.01,0.22531633222567082,0.0,0.3053353308393569,64116.97
Sell,2024-07-25 11:40:00,64113.98,0.0,14445.926817990015,0.3053353308393569,0.0
Buy,2024-07-25 12:15:00,64263.99,0.22479038133159823,0.0,0.3028325962307658,64112.09
Sell,2024-07-25 12:35:00,64131.82,0.0,14416.216273289418,0.3028325962307658,0.0
Buy,2024-07-25 14:35:00,64641.79,0.22301697204377258,0.0,0.08925337937595448,64127.52142857143
Sell,2024-07-25 18:50:00,64482.0,0.0,14380.580391326543,0.08925337937595448,0.0
Buy,2024-07-25 19:25:00,64965.37,0.22135763086282034,0.0,0.12643521100313743,64602.618571428575
Sell,2024-07-25 19:50:00,64685.99,0.0,14318.737496416088,0.12643521100313743,0.0
Buy,2024-07-25 20:40:00,64919.58,0.2205611542221328,0.0,0.13659774116511333,64584.462857142855
Sell,2024-07-26 12:45:00,67187.26,0.0,14818.899614622533,0.13659774116511333,0.0
Buy,2024-07-26 12:50:00,67243.32,0.22037727486719172,0.0,0.2686595755422464,67070.05
Sell,2024-07-26 14:40:00,67167.66,0.0,14802.22587000608,0.2686595755422464,0.0
Buy,2024-07-26 15:05:00,67579.14,0.21903542824022443,0.0,0.11149548154527017,67162.08428571429
Sell,2024-07-26 17:05:00,67309.34,0.0,14743.130111466868,0.11149548154527017,0.0
Buy,2024-07-26 18:15:00,67586.01,0.21813878510459292,0.0,0.2608083080145848,67408.00714285714
Sell,2024-07-26 18:30:00,67420.0,0.0,14706.916891751654,0.2608083080145848,0.0
Buy,2024-07-26 18:40:00,67558.01,0.21769316313123574,0.0,0.2570765598148475,67377.84428571428
Sell,2024-07-26 20:55:00,67435.17,0.0,14680.175463592614,0.2570765598148475,0.0
Buy,2024-07-26 21:15:00,67780.0,0.21658565157262635,0.0,0.16799125777016663,67504.76285714286
Sell,2024-07-27 01:05:00,67744.0,0.0,14672.378380136,0.16799125777016663,0.0
Buy,2024-07-27 02:45:00,67916.0,0.21603713970398727,0.0,0.47633631040114416,67818.96285714286
Sell,2024-07-27 03:50:00,67810.0,0.0,14649.478443327376,0.47633631040114416,0.0
Buy,2024-07-27 04:15:00,67874.0,0.21583343317510942,0.0,0.42515099392231515,67765.57714285715
Sell,2024-07-27 04:35:00,67802.01,0.0,14633.940594473099,0.42515099392231515,0.0
Buy,2024-07-27 04:45:00,67866.6,0.21562802018184346,0.0,0.6461737157168952,67795.38142857143
Sell,2024-07-27 08:40:00,67940.44,0.0,14649.862567483326,0.6461737157168952,0.0
Buy,2024-07-27 09:20:00,68168.0,0.2149082057194479,0.0,0.36558035901501934,68041.79285714286
Sell,2024-07-27 11:20:00,68040.0,0.0,14622.354317151236,0.36558035901501934,0.0
Buy,2024-07-27 11:30:00,68175.19,0.21448204716629665,0.0,0.44387763088524873,68071.50857142857
Sell,2024-07-27 16:55:00,68684.01,0.0,14731.48707239039,0.44387763088524873,0.0
Buy,2024-07-27 18:25:00,68920.0,0.21374763598941365,0.0,0.1856257776684633,68669.03
Sell,2024-07-27 19:00:00,68321.12,0.0,14603.477888149047,0.1856257776684633,0.0
Buy,2024-07-27 21:25:00,68900.0,0.21195178357255512,0.0,0.034557538410275424,67559.95714285715
Sell,2024-07-27 23:15:00,68100.64,0.0,14434.05211043249,0.034557538410275424,0.0
Buy,2024-07-28 03:00:00,68140.0,0.21182935295615632,0.0,0.3807781505065827,68018.56571428572
Sell,2024-07-28 03:05:00,68088.01,0.0,14423.0391023723,0.3807781505065827,0.0
Buy,2024-07-28 10:10:00,67575.65,0.2134354475668721,0.0,0.32282338486157136,67432.56857142856
Sell,2024-07-28 14:30:00,67725.75,0.0,14455.07576305209,0.32282338486157136,0.0
